650;5.7
790;5.8
730;6.1
955;6.5
895;6.8
740;6.8
1010;7.1
1080;7.4
1100;9
1500;11.7
1075;9.5
1155;9.5
1140;8.8
1080;9.3
1110;8.6
1140;7.7
1370;10.8
940;6.6
1400;11.7
1550;11.9
1330;10.8
1300;7.6
1670;11.3
1560;10.8
1240;9.2
1635;11.6
1800;12.8
1570;12.7
